,Unnamed: 0,project_value,nlp_x,nlp_y,cluster,permit_id
6594,6594,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06594
6595,6595,31250.854408749143,0.4209713647966067,-0.0754915733498824,0,R2022-06595
6596,6596,339925.6505576208,0.5328266392908433,-0.0361187787946387,0,R2020-06596
6597,6597,33992.56505576208,0.4576118469465096,0.0089895995552784,0,R2020-06597
6598,6598,33992.56505576208,0.5476410197980973,-0.1309147269084094,0,R2020-06598
6599,6599,33992.56505576208,0.4856319234688125,-0.0704372608488042,0,R2020-06599
6600,6600,33299.3445010925,0.4330530598295796,-0.0565018069484523,0,R2021-06600
6601,6601,33299.3445010925,0.4500686872834873,-0.1290369761857547,0,R2021-06601
6602,6602,33299.3445010925,0.4481568983017814,-0.0946512335584054,0,R2021-06602
6603,6603,67985.13011152417,0.3340131518558271,0.0729139539925229,0,R2020-06603
6604,6604,34170.40358744394,0.3979204045078672,-0.2567600180888005,0,R2019-06604
6605,6605,5098.884758364312,0.1594580718768121,0.2277994546502024,1,R2020-06605
6606,6606,4994.901675163875,0.1583462354567069,0.1365599377250144,1,R2021-06606
6607,6607,7500.0,0.2052857236048375,-0.03713809705421,1,R2024-06607
6608,6608,27816.11598513011,0.2668347117059381,-0.0321145927754309,0,R2020-06608
